ID;Age;Sex;Height;Weight;BMI;BMIGroup;CMJ;SJ;Pow_Duncan;PE_CMJ;Pow_Gomez;CMJcm
281;10;1;1,44;39;18,81;Normalweight;0,36;0,342;1438,971828;14,04;1772,4;36
282;10;1;1,55;43;17,9;Normalweight;0,281;0,251;1333,038551;12,08601;1481,82;28,1
283;10;1;1,42;31,7;15,72;Normalweight;0,244;0,239;945,4435043;7,724339;892,56;24,4
284;10;1;1,41;37,4;18,81;Normalweight;0,326;0,245;1305,280422;12,198384;1533,08;32,6
285;10;1;1,47;34,3;15,87;Normalweight;0,329;0,259;1220,941284;11,27441;1442,7;32,9
286;10;1;1,52;38;16,45;Normalweight;0,338;0,271;1352,03713;12,83032;1618,76;33,8
287;10;1;1,38;28,7;15,07;Normalweight;0,238;0,23;858,2558471;6,837488;756,84;23,8
288;10;1;1,6;39,7;15,51;Normalweight;0,38;0,369;1511,440444;15,086;1904,88;38
289;10;1;1,52;37,9;16,4;Normalweight;0,345;0,239;1368,72516;13,09066;1653,26;34,5
290;10;1;1,39;36,9;19,1;Normalweight;0,255;0,221;1102,991832;9,399168;1131,06;25,5
291;10;1;1,446;38,9;18,6;Normalweight;0,291;0,266;1252,878703;11,301617;1394,98;29,1
292;10;1;1,3;28,6;16,92;Normalweight;0,222;0,15;818,9260879;6,358066;666,68;22,2
293;10;1;1,56;36,2;14,88;Normalweight;0,364;0,316;1361,9933;13,171732;1697,76;36,4
294;10;1;1,47;39,4;18,23;Normalweight;0,238;0,213;1116,089562;9,386656;1124,92;23,8
295;10;1;1,5;34;15,11;Normalweight;0,232;0,19;970,6429544;7,8812;906,64;23,2
296;10;1;1,25;23,6;15,1;Normalweight;0,25;0,224;752,9799028;5,906372;646,44;25
297;10;1;1,61;44,7;17,24;Normalweight;0,234;0,176;1224,917195;10,457118;1285,56;23,4
298;10;1;1,35;29,8;16,35;Normalweight;0,24;0,196;890,5584581;7,164218;805,52;24
299;10;1;1,42;43;21,33;Overweight;0,26;0,212;1269,640315;11,19462;1368;26
300;10;1;1,43;47;22,98;Overweight;0,232;0,218;1269,499717;10,8946;1353,84;23,2
301;10;1;1,48;50;22,83;Overweight;0,245;0,229;1383,399718;12,2385;1527,5;24,5
302;10;1;1,55;55;22,89;Overweight;0,18;0,161;1229,954986;9,88295;1347,2;18
303;10;1;1,375;42;22,21;Overweight;0,28;0,248;1303,794001;11,75538;1442;28
304;10;1;1,4;47;23,98;Overweight;0,245;0,236;1314,227872;11,50419;1424,3;24,5
305;10;1;1,52;46;19,91;Overweight;0,349;0,325;1618,704967;16,06872;1953,58;34,9
306;10;1;1,495;46,6;20,85;Overweight;0,162;0,155;1004,90004;7,563646;960,68;16,2
307;10;1;1,5;53,6;23,82;Overweight;0,246;0,194;1469,624699;13,178096;1656,76;24,6
308;10;1;1,41;41;20,62;Overweight;0,235;0,232;1143,562941;9,63541;1163,7;23,5
309;10;1;1,43;48,7;23,82;Overweight;0,259;0,196;1403,768087;12,623527;1558,66;25,9
310;10;1;1,485;45,9;20,81;Overweight;0,223;0,21;1215,763572;10,251765;1267,22;22,3
311;10;1;1,363;42,1;22,66;Overweight;0,178;0,153;978,9688306;7,486222;892,6;17,8
312;10;1;1,44;42,9;20,69;Overweight;0,35;0,276;1529,627607;15,015;1852,36;35
313;10;1;1,5;46,6;20,71;Overweight;0,196;0,168;1132,969264;9,1336;1144,96;19,6
314;10;1;1,455;47,7;22,53;Overweight;0,283;0,22;1460,457327;13,519134;1654,34;28,3
315;10;1;1,37;37,7;20,09;Overweight;0,236;0,197;1069,803391;8,900216;1055,6;23,6
316;10;1;1,52;49,3;21,34;Overweight;0,255;0,2;1402,418187;12,557696;1557,62;25,5
317;10;1;1,44;42,1;20,3;Overweight;0,265;0,216;1261,36411;11,151448;1364,14;26,5
318;10;1;1,57;56,4;22,88;Overweight;0,203;0,197;1356,81403;11,444688;1520,02;20,3
319;10;1;1,49;49,8;22,43;Overweight;0,351;0,271;1732,91985;17,461374;2095,14;35,1
320;10;1;1,44;56;27,01;Obese;0,211;0,188;1382,664063;11,81488;1549,62;21,1
321;10;1;1,56;68;27,94;Obese;0,183;0,165;1486,033531;12,47596;1810,66;18,3
322;10;1;1,5;69;30,67;Obese;0,156;0,145;1357,420997;10,77297;1698,72;15,6
323;10;1;1,447;64,8;30,95;Obese;0,309;0,259;1987,889858;20,00376;2383,5;30,9
324;10;1;1,498;60;26,74;Obese;0,224;0,168;1522,61205;13,464;1757,68;22,4
325;10;1;1,401;55,4;28,22;Obese;0,348;0,304;1883,96692;19,279754;2271,52;34,8
326;10;1;1,5;54,7;24,31;Obese;0,205;0,186;1331,099377;11,209124;1472,38;20,5
327;10;1;1,52;62,6;27,09;Obese;0,24;0,176;1647,772582;15,049666;1933,84;24
328;10;1;1,44;60,7;29,27;Obese;0,17;0,156;1286,172699;10,289864;1489,08;17
329;11;1;1,455;30;14,27;Underweight;0,373;0,324;1250,362808;11,1978;1533,26;37,3
330;11;1;1,44;30;14,32;Underweight;0,301;0,231;1091,300553;9,0411;1143,02;30,1
331;11;1;1,52;33,3;14,41;Underweight;0,258;0,206;1078,165125;8,594064;1023,48;25,8
332;11;1;1,56;30,8;12,66;Underweight;0,353;0,311;1233,934333;10,8801;1452,38;35,3
333;11;1;1,48;30,6;13,97;Underweight;0,34;0,386;1197,80714;10,404;1375,04;34
334;11;1;1,34;33;18,38;Normalweight;0,243;0,229;1028,771856;8,00514;931,86;24,3
335;11;1;1,42;31;15,37;Normalweight;0,319;0,311;1161,779575;9,87722;1274,98;31,9
336;11;1;1,59;51;20,17;Normalweight;0,367;0,311;1918,901043;18,69303;2223,14;36,7
337;11;1;1,51;39;17,1;Normalweight;0,4;0,361;1624,074537;15,6;1989,2;40
338;11;1;1,54;47;19,9;Normalweight;0,325;0,267;1660,906499;15,2703;1857,9;32,5
339;11;1;1,493;36;16,11;Normalweight;0,243;0,234;1105,721595;8,73288;1035,06;24,3
340;11;1;1,482;33;15,07;Normalweight;0,324;0,274;1235,807579;10,68012;1370,88;32,4
341;11;1;1,476;34;15,38;Normalweight;0,258;0,234;1096,920196;8,77472;1047,56;25,8
342;11;1;1,433;39;19,14;Normalweight;0,283;0,267;1304,492531;11,05338;1355,06;28,3
343;11;1;1,392;32;16,67;Normalweight;0,353;0,287;1273,658025;11,304;1493,66;35,3
344;11;1;1,427;37;18,07;Normalweight;0,405;0,345;1567,102875;14,98574;1947,5;40,5
345;11;1;1,465;34;15,75;Normalweight;0,292;0,233;1185,843126;9,91882;1231,84;29,2
346;11;1;1,487;34;15,29;Normalweight;0,246;0,22;1063,596148;8,35924;982,52;24,6
347;11;1;1,442;35;16,69;Normalweight;0,376;0,347;1427,358557;13,15895;1721,52;37,6
348;11;1;1,513;44;19,09;Normalweight;0,377;0,319;1729,498868;16,60252;2036,54;37,7
349;11;1;1,535;43;18,21;Normalweight;0,289;0,23;1433,192032;12,44162;1525,18;28,9
350;11;1;1,435;33;16,03;Normalweight;0,329;0,275;1248,061285;10,8471;1397,98;32,9
351;11;1;1,455;33;15,68;Normalweight;0,258;0,205;1070,106659;8,51664;1013,16;25,8
352;11;1;1,66;48;17,56;Normalweight;0,329;0,248;1702,694924;15,7776;1913,98;32,9
353;11;1;1,457;40;18,7;Normalweight;0,272;0,219;1297,038824;10,8704;1329,84;27,2
354;11;1;1,58;40,4;16,18;Normalweight;0,294;0,248;1375,228974;11,882448;1462,84;29,4
355;11;1;1,48;33,5;15,29;Normalweight;0,331;0,259;1269,919507;11,09654;1426,02;33,1
356;11;1;1,48;33,5;15,29;Normalweight;0,233;0,186;1014,961578;7,801145;894,86;23,3
357;11;1;1,59;41,2;16,3;Normalweight;0,271;0,248;1325,603102;11,14872;1365,7;27,1
358;11;1;1,428;38,7;18,98;Normalweight;0,309;0,245;1368,550823;11,94669;1485,66;30,9
359;11;1;1,395;33,8;17,37;Normalweight;0,299;0,265;1198,523714;10,104172;1262,9;29,9
360;11;1;1,532;42,1;17,94;Normalweight;0,373;0,265;1655,893436;15,714246;1949,5;37,3
361;11;1;1,425;37;18,22;Normalweight;0,309;0,245;1318,52318;11,4219;1427,18;30,9
362;11;1;1,455;41,7;19,7;Normalweight;0,258;0,218;1299,1874;10,761936;1312,44;25,8
363;11;1;1,51;38,5;16,89;Normalweight;0,411;0,305;1633,923513;15,810795;2031,62;41,1
364;11;1;1,51;44,4;19,47;Normalweight;0,317;0,264;1560,916317;14,091228;1725,1;31,7
365;11;1;1,39;35,4;18,32;Normalweight;0,306;0,291;1264,652905;10,84125;1355,88;30,6
366;11;1;1,5;39,3;17,47;Normalweight;0,225;0,191;1134,996756;8,860185;1051,02;22,5
367;11;1;1,37;30,3;16,14;Normalweight;0,286;0,268;1063,788835;8,659134;1072,04;28,6
368;11;1;1,475;40,2;18,48;Normalweight;0,422;0,252;1723,339354;16,96842;2149,72;42,2
369;11;1;1,475;37,1;17,05;Normalweight;0,352;0,252;1436,376408;13,056974;1663,68;35,2
370;11;1;1,4;29,5;15,05;Normalweight;0,35;0,314;1183,621843;10,325;1391,4;35
371;11;1;1,445;38,1;18,25;Normalweight;0,329;0,326;1405,965488;12,52347;1573,42;32,9
372;11;1;1,51;50;21,93;Overweight;0,299;0,237;1658,138566;14,947;1820,18;29,9
373;11;1;1,55;52;21,64;Overweight;0,294;0,224;1695,319799;15,29424;1861,88;29,4
374;11;1;1,48;51;23,28;Overweight;0,289;0,269;1650,953005;14,75634;1800,38;28,9
375;11;1;1,66;69;25,04;Overweight;0,214;0,199;1751,071676;14,76876;2013,08;21,4
376;11;1;1,36;39;20,92;Overweight;0,276;0,216;1283,819601;10,77921;1317,12;27,6
377;11;1;1,516;50;21,67;Overweight;0,257;0,237;1505,996111;12,848;1592,54;25,7
378;11;1;1,52;49;21,12;Overweight;0,369;0,291;1864,958588;18,09178;2165,18;36,9
379;11;1;1,52;58;25,02;Overweight;0,259;0,234;1712,645843;15,03418;1878,58;25,9
380;11;1;1,495;46;20,67;Overweight;0,317;0,289;1607,405243;14,59902;1780,14;31,7
381;11;1;1,53;53;22,47;Overweight;0,218;0,195;1424,217303;11,56195;1484,36;21,8
382;11;1;1,575;55;22,33;Overweight;0,319;0,287;1868,725718;17,5241;2100,58;31,9
383;11;1;1,525;53;22,62;Overweight;0,172;0,154;1225,624064;9,13031;1235,04;17,2
384;11;1;1,55;55,1;22,93;Overweight;0,25;0,196;1605,114108;13,789877;1730,04;25
385;11;1;1,49;51,3;23,11;Overweight;0,233;0,216;1445,022977;11,946231;1507,18;23,3
386;11;1;1,48;49,9;22,78;Overweight;0,22;0,186;1363,006844;10,989477;1388,56;22
387;11;1;1,44;45,4;21,89;Overweight;0,247;0,213;1355,542298;11,211984;1380,1;24,7
388;11;1;1,58;54,3;21,75;Overweight;0,334;0,241;1904,50157;18,124797;2157,8;33,4
389;11;1;1,47;51,6;23,88;Overweight;0,291;0,256;1671,395822;14,991348;1831,86;29,1
390;11;1;1,49;49,8;22,43;Overweight;0,347;0,325;1816,004884;17,26566;2073,46;34,7
391;11;1;1,58;57,8;23,15;Overweight;0,231;0,22;1585,943016;13,336772;1719,94;23,1
392;11;1;1,6;57,7;22,54;Overweight;0,225;0,196;1560,47906;13,008465;1683,98;22,5
393;11;1;1,43;46,5;22,74;Overweight;0,388;0,224;1843,847881;18,055485;2182,16;38,8
394;11;1;1,49;60;27,16;Obese;0,257;0,227;1751,721673;15,4176;1936,54;25,7
395;11;1;1,555;66;27,13;Obese;0,235;0,182;1791,084519;15,51066;2023,7;23,5
396;11;1;1,62;68,1;25,95;Obese;0,227;0,144;1795,583388;15,42465;2052,58;22,7
397;11;1;1,385;53,2;27,73;Obese;0,192;0,163;1317,672223;10,21972;1350,32;19,2
398;11;1;1,595;77,2;30,35;Obese;0,269;0,21;2224,959516;20,80154;2593,26;26,9
399;11;1;1,54;70,8;29,85;Obese;0,256;0,185;2003,774042;18,113472;2302,64;25,6
400;6;2;1,138;17,1;13,2;Underweight;0,228;0,129;394,6124264;3,891276;303,6;22,8
401;6;2;1,21;21;14,34;Normalweight;0,165;0,139;381,352692;3,46479;96,3;16,5
402;6;2;1,23;26;17,19;Normalweight;0,125;0,119;382,4038038;3,26144;51,5;12,5
403;6;2;1,25;23;14,72;Normalweight;0,246;0,213;529,9731155;5,65478;604,12;24,6
404;6;2;1,22;24;16,12;Normalweight;0,179;0,161;448,2734656;4,29024;275,38;17,9
405;6;2;1,27;26;16,12;Normalweight;0,208;0,187;527,3822053;5,40644;501,36;20,8
406;6;2;1,2;20;13,89;Normalweight;0,225;0,187;446,6813212;4,509;387,1;22,5
407;6;2;1,217;24,9;16,81;Normalweight;0,187;0,168;476,0556927;4,663272;349,7;18,7
408;6;2;1,228;23;15,25;Normalweight;0,187;0,168;445,7392522;4,30744;284,34;18,7
409;6;2;1,164;20,9;15,43;Normalweight;0,162;0,144;375,9108327;3,392279;76,6;16,2
410;6;2;1,107;19,5;15,91;Normalweight;0,234;0,181;447,8093105;4,56183;418,68;23,4
411;6;2;1,139;20;15,42;Normalweight;0,166;0,156;367,5052024;3,3178;67,32;16,6
412;6;2;1,126;20;15,77;Normalweight;0,266;0,2;496,2532083;5,3204;609,32;26,6
413;6;2;1,195;24;16,81;Normalweight;0,24;0,211;541,2337879;5,76984;606;24
414;6;2;1,194;24;16,83;Normalweight;0,216;0,168;505,7393458;5,18616;475,92;21,6
415;6;2;1,204;21;14,49;Normalweight;0,144;0,128;349,9229232;3,02652;-17,52;14,4
416;6;2;1,167;23,1;16,96;Normalweight;0,206;0,17;475,1717023;4,756752;390,76;20,6
417;6;2;1,224;23,8;15,89;Normalweight;0,205;0,146;485,5723128;4,877096;409,42;20,5
418;6;2;1,244;26,7;17,25;Normalweight;0,17;0,106;475,056312;4,550481;319,48;17
419;6;2;1,09;18,6;15,66;Normalweight;0,156;0,144;332,9565239;2,904018;-35,04;15,6
420;6;2;1,24;25;16,26;Normalweight;0,17;0,163;449,8415059;4,26075;261;17
421;6;2;1,164;19,7;14,54;Normalweight;0,247;0,179;467,4412157;4,865112;496,02;24,7
422;6;2;1,193;21,3;14,97;Normalweight;0,2;0,183;436,0164413;4,258722;296,32;20
423;6;2;1,168;22,7;16,64;Normalweight;0,182;0,169;432,3312856;4,121866;246,92;18,2
424;6;2;1,28;24,1;14,71;Normalweight;0,223;0,17;518,2641521;5,382735;517,3;22,3
425;6;2;1,28;24,2;14,77;Normalweight;0,232;0,158;532,4747939;5,60956;569,52;23,2
426;6;2;1,23;23,2;15,33;Normalweight;0,193;0,179;457,7286783;4,479224;323,74;19,3
427;6;2;1,27;23,1;14,32;Normalweight;0,183;0,149;441,5355571;4,238157;266,1;18,3
428;6;2;1,22;23,2;15,59;Normalweight;0,206;0,2;476,876342;4,777344;394,2;20,6
429;6;2;1,21;22;15,03;Normalweight;0,177;0,118;414,2968802;3,89158;195,74;17,7
430;6;2;1,21;21,9;14,96;Normalweight;0,236;0,214;495,9042079;5,170152;512,08;23,6
431;6;2;1,29;25,6;15,38;Normalweight;0,21;0,189;523,8582155;5,374976;498,44;21
432;6;2;1,17;20,2;14,76;Normalweight;0,192;0,161;406,7838127;3,88042;215,12;19,2
433;6;2;1,23;28;18,51;Overweight;0,103;0,085;358,7699699;2,88456;1,06;10,3
434;6;2;1,2;25;17,36;Overweight;0,192;0,142;485,4222115;4,8025;380,24;19,2
435;6;2;1,2;25;17,36;Overweight;0,163;0,137;437,6090135;4,08;223,06;16,3
436;6;2;1,21;27;18,44;Overweight;0,185;0,166;505,7986011;5,00499;411,1;18,5
437;6;2;1,252;30,3;19,33;Overweight;0,173;0,167;532,9916691;5,247657;459,58;17,3
438;6;2;1,179;26,7;19,21;Overweight;0,155;0,118;447,6905344;4,145175;238,18;15,5
439;6;2;1,241;26,8;17,4;Overweight;0,195;0,17;519,1801245;5,226536;458,42;19,5
440;6;2;1,217;25,8;17,42;Overweight;0,195;0,177;503,0684139;5,031516;424,02;19,5
441;6;2;1,271;28,6;17,7;Overweight;0,173;0,156;508,0797936;4,953234;401,1;17,3
442;6;2;1,26;29,1;18,33;Overweight;0,272;0,238;686,4568777;7,908216;954,88;27,2
443;6;2;1,19;26,5;18,71;Overweight;0,183;0,144;493,1377569;4,83678;383,06;18,3
444;6;2;1,19;25,3;17,87;Overweight;0,281;0,196;624,5064141;7,111071;872,94;28,1
445;6;2;1,365;50,1;26,89;Obese;0,147;0,136;727,4863397;7,347165;999,78;14,7
446;6;2;1,148;27,7;21,02;Obese;0,173;0,154;494,7891987;4,797363;370,14;17,3
447;6;2;1,25;36,7;23,49;Obese;0,151;0,143;572,39404;5,538764;560,5;15,1
448;6;2;1,32;36,9;21,18;Obese;0,148;0,145;568,7320632;5,474115;551,12;14,8
449;6;2;1,23;33,5;22,14;Obese;0,161;0,126;553,8944179;5,40757;504,62;16,1
450;6;2;1,165;28;20,63;Obese;0,213;0,175;569,4562664;5,96428;597,26;21,3
451;6;2;1,4;44,5;22,7;Obese;0,154;0,13;681,2998944;6,86991;845,08;15,4
452;6;2;1,17;30,6;22,35;Obese;0,187;0,165;564,7699314;5,730768;545,78;18,7
453;7;2;1,24;20;13,01;Underweight;0,23;0,164;477,0589606;4,5934;414,2;23
454;7;2;1,27;21;13,02;Underweight;0,218;0,198;480,7551982;4,58115;383,56;21,8
455;7;2;1,2;18,9;13,13;Underweight;0,161;0,15;362,4736639;3,034017;2,38;16,1
456;7;2;1,27;21,9;13,58;Underweight;0,271;0,196;570,8795977;5,92614;701,78;27,1
457;7;2;1,295;21,9;13,06;Underweight;0,263;0,205;560,0869961;5,75094;658,42;26,3
458;7;2;1,255;21,1;13,4;Underweight;0,239;0,184;511,937179;5,049652;500,82;23,9
459;7;2;1,23;25;16,52;Normalweight;0,257;0,228;616,485144;6,424;732,54;25,7
460;7;2;1,25;24;15,36;Normalweight;0,275;0,208;622,5833535;6,60552;795,7;27,5
461;7;2;1,37;31;16,52;Normalweight;0,221;0,216;669,9855749;6,85937;743,82;22,1
462;7;2;1,23;25;16,52;Normalweight;0,199;0,188;523,9010761;4,97375;418,18;19,9
463;7;2;1,21;22;15,03;Normalweight;0,199;0,194;471,2218562;4,3769;314,98;19,9
464;7;2;1,19;23;16,24;Normalweight;0,182;0,169;461,3128018;4,17634;257,24;18,2
465;7;2;1,26;25;15,75;Normalweight;0,203;0,169;530,5260937;5,073;439,86;20,3
466;7;2;1,19;25;17,65;Normalweight;0,139;0,134;417,2956988;3,478;92,98;13,9
467;7;2;1,3;26;15,38;Normalweight;0,208;0,166;556,6437971;5,40644;501,36;20,8
468;7;2;1,22;24,6;16,53;Normalweight;0,217;0,161;546,4899393;5,341152;501,98;21,7
469;7;2;1,22;23,9;16,06;Normalweight;0,22;0,167;538,415031;5,263497;494,16;22
470;7;2;1,15;18,8;14,22;Normalweight;0,282;0,222;516,6853391;5,306112;654,76;28,2
471;7;2;1,21;20,7;14,14;Normalweight;0,219;0,204;476,4938286;4,537233;378,66;21,9
472;7;2;1,21;21,8;14,89;Normalweight;0,285;0,228;587,2590283;6,20428;774,22;28,5
473;7;2;1,27;26,6;16,49;Normalweight;0,227;0,172;598,9714625;6,0249;624,98;22,7
474;7;2;1,32;27;15,5;Normalweight;0,207;0,181;572,5588803;5,58711;530,34;20,7
475;7;2;1,26;24,7;15,56;Normalweight;0,22;0,167;553,3132752;5,439681;521,68;22
476;7;2;1,37;30,6;16,3;Normalweight;0,185;0,165;592,2322156;5,672322;534,94;18,5
477;7;2;1,27;27,8;17,24;Normalweight;0,228;0,215;623,1348195;6,326168;671,68;22,8
478;7;2;1,23;24,2;16;Normalweight;0,213;0,191;532,6000573;5,154842;466,54;21,3
479;7;2;1,248;24;15,41;Normalweight;0,174;0,148;465,280528;4,17864;248,28;17,4
480;7;2;1,3;27,7;16,39;Normalweight;0,237;0,184;637,8197467;6,569332;717,02;23,7
481;7;2;1,29;29,5;17,73;Normalweight;0,218;0,188;637,2159599;6,435425;675,96;21,8
482;7;2;1,26;26,7;16,82;Normalweight;0,207;0,186;567,2799447;5,525031;520,02;20,7
483;7;2;1,3;28,2;16,69;Normalweight;0,209;0,164;597,2543711;5,89239;582,46;20,9
484;7;2;1,255;27;17,14;Normalweight;0,246;0,165;638,9015264;6,63822;741,72;24,6
485;7;2;1,225;26,4;17,59;Normalweight;0,188;0,174;529,1542737;4,969536;406,72;18,8
486;7;2;1,19;22,4;15,82;Normalweight;0,225;0,191;517,9065873;5,05008;469,66;22,5
487;7;2;1,175;20,9;15,14;Normalweight;0,338;0,325;632,1990247;7,056676;1030,52;33,8
488;7;2;1,185;24,8;17,66;Normalweight;0,201;0,182;523,7123332;4,983064;422,14;20,1
489;7;2;1,24;26,8;17,43;Normalweight;0,243;0,223;629,5748842;6,501144;718,58;24,3
490;7;2;1,28;27,1;16,54;Normalweight;0,239;0,183;629,9673736;6,485572;707,22;23,9
491;7;2;1,235;26;17,05;Normalweight;0,183;0,159;514,0391059;4,77022;365,86;18,3
492;7;2;1,25;22,5;14,4;Normalweight;0,34;0,229;675,3275096;7,65495;1096,4;34
493;7;2;1,285;25,1;15,2;Normalweight;0,28;0,166;653,0844832;7,025239;860,64;28
494;7;2;1,275;27,3;16,79;Normalweight;0,289;0,218;715,139063;7,898982;985,1;28,9
495;7;2;1,275;23,8;14,64;Normalweight;0,387;0,322;767,8176723;9,208458;1395,86;38,7
496;7;2;1,27;32,2;19,96;Overweight;0,157;0,12;555,8537908;5,0554;438,22;15,7
497;7;2;1,28;29,4;17,94;Overweight;0,232;0,177;660,4317668;6,81492;748,4;23,2
498;7;2;1,2;27,5;19,1;Overweight;0,236;0,171;632,1619142;6,4922;704,72;23,6
499;7;2;1,28;31,8;19,41;Overweight;0,169;0,155;575,659604;5,361798;489,5;16,9
500;7;2;1,19;28,6;20,2;Overweight;0,228;0,183;637,9642243;6,508216;699,2;22,8
501;7;2;1,27;30,5;18,91;Overweight;0,17;0,146;557,9881325;5,17036;450,2;17
502;7;2;1,212;28,4;19,33;Overweight;0,186;0,175;558,5239562;5,291488;464,68;18,6
503;7;2;1,15;25;18,9;Overweight;0,2;0,165;525,557628;4,9985;423,6;20
504;7;2;1,255;31,3;19,87;Overweight;0,198;0,183;629,1951788;6,196148;629,48;19,8
505;7;2;1,35;33,3;18,27;Overweight;0,278;0,26;821,1776483;9,242748;1131,88;27,8
506;7;2;1,205;29,1;20,04;Overweight;0,314;0,214;793,6948499;9,126924;1182,52;31,4
507;7;2;1,33;41;23,18;Obese;0,137;0,136;621,7583599;5,60306;632,54;13,7
508;7;2;1,31;47,4;27,62;Obese;0,152;0,114;749,5982662;7,194372;934;15,2
509;7;2;1,31;49,8;29,02;Obese;0,197;0,182;921,7464573;9,809604;1260,46;19,7
510;7;2;1,29;36,7;22,05;Obese;0,145;0,132;588,8679057;5,320032;527,98;14,5
511;7;2;1,34;42,3;23,56;Obese;0,155;0,133;691,971397;6,567075;774,82;15,5
512;7;2;1,33;47,7;26,97;Obese;0,16;0,15;778,118507;7,614828;987,68;16
513;7;2;1,25;32,8;20,99;Obese;0,224;0,191;708,3792413;7,36032;822;22,4
514;7;2;1,33;38,8;21,93;Obese;0,228;0,181;821,5053274;8,829328;1050,08;22,8
515;8;2;1,41;25,8;12,98;Underweight;0,217;0,2;600,0419387;5,601696;543,26;21,7
516;8;2;1,29;22,9;13,76;Underweight;0,216;0,198;541,9248199;4,948461;438,08;21,6
517;8;2;1,32;26;14,92;Normalweight;0,309;0,205;755,3808647;8,0262;1048,78;30,9
518;8;2;1,36;30;16,22;Normalweight;0,135;0,1;502,6601904;4,0506;243,3;13,5
519;8;2;1,31;30;17,48;Normalweight;0,194;0,152;633,053104;5,8212;563,08;19,4
520;8;2;1,34;29;16,15;Normalweight;0,24;0,225;705,3773751;6,97189;778;24
521;8;2;1,38;30;15,75;Normalweight;0,218;0,18;682,0082303;6,5445;693,16;21,8
522;8;2;1,28;25,4;15,5;Normalweight;0,17;0,146;506,0570139;4,305808;274,76;17
523;8;2;1,35;27,1;14,87;Normalweight;0,248;0,23;680,2638703;6,722426;756;24,8
524;8;2;1,414;33,2;16,61;Normalweight;0,176;0,13;647,0152589;5,841872;575,6;17,6
525;8;2;1,39;32,5;16,82;Normalweight;0,244;0,234;781,9251747;7,919275;920,08;24,4
526;8;2;1,286;25,9;15,66;Normalweight;0,227;0,164;618,3817457;5,86635;600,9;22,7
527;8;2;1,242;25,1;16,27;Normalweight;0,25;0,207;641,9855976;6,281777;698,04;25
528;8;2;1,18;23,5;16,88;Normalweight;0,183;0,17;497,2977425;4,28922;279,86;18,3
529;8;2;1,21;23,7;16,19;Normalweight;0,183;0,17;500,8037921;4,325724;286,74;18,3
530;8;2;1,237;23,8;15,55;Normalweight;0,258;0,221;626,4203261;6,142304;696,68;25,8
531;8;2;1,417;36;17,93;Normalweight;0,252;0,173;870,5823345;9,08964;1083,84;25,2
532;8;2;1,496;38,2;17,07;Normalweight;0,184;0,166;748,8454656;7,044844;790,96;18,4
533;8;2;1,37;28,9;15,4;Normalweight;0,237;0,214;697,2980422;6,853924;758,3;23,7
534;8;2;1,38;33,6;17,64;Normalweight;0,233;0,19;780,9572332;7,824432;898,3;23,3
535;8;2;1,335;28,3;15,88;Normalweight;0,189;0,118;593,5544596;5,35436;477,5;18,9
536;8;2;1,32;26,7;15,32;Normalweight;0,257;0,208;687,1635046;6,860832;791,02;25,7
537;8;2;1,264;28;17,53;Normalweight;0,254;0,207;708,8455204;7,10108;819,48;25,4
538;8;2;1,28;24,8;15,14;Normalweight;0,194;0,186;540,6386199;4,812192;384,2;19,4
539;8;2;1,33;31,8;17,98;Normalweight;0,248;0,231;776,7082998;7,888308;917,68;24,8
540;8;2;1,31;30;17,48;Normalweight;0,15;0,133;537,5833392;4,5018;324,6;15
541;8;2;1,37;32,6;17,37;Normalweight;0,282;0,274;860,7134194;9,201024;1129,48;28,2
542;8;2;1,33;29,1;16,45;Normalweight;0,201;0,177;631,1194258;5,847063;570,06;20,1
543;8;2;1,3;30,3;17,93;Normalweight;0,186;0,161;622,0262931;5,645496;530,04;18,6
544;8;2;1,365;31,6;16,96;Normalweight;0,264;0,236;803,3712874;8,334184;997,52;26,4
545;8;2;1,18;22,1;15,87;Normalweight;0,217;0,198;527,7765188;4,798352;415,98;21,7
546;8;2;1,365;33,8;18,14;Normalweight;0,249;0,202;819,3152155;8,421946;991,9;24,9
547;8;2;1,245;26,8;17,29;Normalweight;0,219;0,188;623,0078373;5,874292;588,5;21,9
548;8;2;1,31;31,3;18,24;Normalweight;0,274;0,231;816,7590343;8,578391;1041,4;27,4
549;8;2;1,33;27,9;15,77;Normalweight;0,217;0,212;640,257617;6,057648;615,5;21,7
550;8;2;1,32;28,4;16,3;Normalweight;0,256;0,179;721,2346996;7,265856;844,08;25,6
551;8;2;1,31;28,3;16,49;Normalweight;0,314;0,224;818,5950826;8,876012;1155;31,4
552;8;2;1,32;31,7;18,19;Normalweight;0,209;0,203;694,5969252;6,623715;702,86;20,9
553;8;2;1,27;27;16,74;Normalweight;0,162;0,125;517,830867;4,38237;286,44;16,2
554;8;2;1,33;25,7;14,53;Normalweight;0,236;0,206;630,8236769;6,067256;642,8;23,6
555;8;2;1,32;36;20,66;Overweight;0,173;0,128;684,9881508;6,23484;655,66;17,3
556;8;2;1,37;35;18,65;Overweight;0,188;0,16;705,5973864;6,5884;702,56;18,8
557;8;2;1,45;44,9;21,36;Overweight;0,173;0,129;822,6602298;7,776231;961,82;17,3
558;8;2;1,291;34,8;20,88;Overweight;0,274;0,25;891,7782674;9,537636;1161,8;27,4
559;8;2;1,339;33,5;18,68;Overweight;0,181;0,152;662,8088326;6,051105;613,02;18,1
